business_name,inspection_score,Year,NumberofLocations,Weekend
CARRS #1817 - RETAIL MEAT,99,2002,18,FALSE
RUSSIAN JACK ELEMENTARY SCHOOL,100,2016,38,FALSE
PANCHO'S VILLA,99,2001,62,FALSE
ORSO,88,2018,39,FALSE
"ALASKA MINT, LLC",100,2016,15,FALSE
SPENARD ROAD HOUSE,92,2009,53,FALSE
PHO LENA,91,2016,23,FALSE
O'MALLEY ON THE GREEN - SNACK BAR,90,2004,25,FALSE
UAA - SPIRIT EXPRESS,90,2017,12,FALSE
ANCHORAGE RESCUE MISSION,85,2005,59,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2016,110,FALSE
BOBBY'S CAFE,92,2015,55,FALSE
COMFORT SUITES/KITCHEN,97,2015,37,FALSE
CARRS #1805 - DELI,88,2009,86,FALSE
RISE & SHINE BAKERY,100,2016,10,FALSE
CENTURY THEATRE,100,2006,31,FALSE
H2OASIS ACTIVITY POOL,100,2004,56,FALSE
LALO'S PIZZA,95,2008,41,FALSE
PIZZA PLAZA,100,2004,90,FALSE
CHEPO'S-BAR,89,2016,26,FALSE
"BARNES & NOBLE BOOKSELLERS, INC",94,2007,36,FALSE
HUMPY'S SUB-ZERO,100,2002,38,FALSE
MCDONALD'S,100,2015,646,FALSE
KALADI BROTHERS COFFEE,89,2006,99,FALSE
SOUTHSIDE CHEVRON - GROCERY,100,2015,6,FALSE
BENIHANA RESTAURANT - BAR,100,2000,20,FALSE
I.H.O.P.,93,2016,208,FALSE
DOWNTOWN CHEVRON - SNACK BAR,95,2001,33,FALSE
MCDONALD'S,100,2015,646,FALSE
MILLENIUM HOTEL - FLYING MACHINE,91,2008,123,FALSE
VILLA PIZZA,94,2016,68,FALSE
FAIRFIELD INN & SUITES - SNACKS,100,2017,4,FALSE
PEPPERCINI'S DELI HOUSE,83,2017,25,FALSE
"NEW CENTRAL MARKET, THE",93,2016,55,FALSE
MOUNTAIN VIEW ELEM SCHOOL,100,2006,45,FALSE
ANCH HILTON - HOOPER BAY,90,2006,76,FALSE
BASKIN ROBBINS,88,2015,75,FALSE
ANCHORAGE SENIOR CENTER,96,2007,95,FALSE
JUDY'S CAFE,96,2017,55,FALSE
HOST COMMISSARY,93,2004,48,FALSE
SUBWAY OF ALASKA #4802,89,2003,37,FALSE
ROMANO'S,94,2008,54,FALSE
GALLO'S LOUNGE,96,2016,32,FALSE
PIPER'S LOUNGE,89,2002,27,FALSE
MEKONG MARKET,100,2007,30,FALSE
CROSTINI CAFE,95,2015,53,FALSE
FRED MEYER - DELI,93,2007,189,FALSE
HAMBURGER HAVEN,76,2016,129,FALSE
AK ALCHEMIST,91,2015,30,FALSE
ALASKA SAUSAGE CO INC.,99,2003,20,FALSE
TACO KING III,82,2006,47,FALSE
OUTBACK STEAKHOUSE - BAR,98,2005,36,FALSE
AK FRESH SEAFOOD & SPICE,95,2016,13,FALSE
FRUITLAND FRESH #2,100,2004,37,FALSE
SAMURAI SUSHI,88,2009,119,FALSE
ANCHORAGE COMFORT INN - POOL,100,2004,40,FALSE
CARRS #1807 - GROCERY,97,2006,36,FALSE
HOLIDAY STATIONSTORE #632 SNACK,98,2016,34,FALSE
MILLENIUM HOTEL - FANCY MOOSE BAR,93,2006,47,FALSE
NAPOLI'S PIZZA,95,2007,77,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,92,2006,110,FALSE
MCDONALD'S,97,2016,646,FALSE
BLUES CENTRAL BAR,96,2016,9,FALSE
THAI VILLAGE RESTAURANT,89,2009,85,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,FALSE
HOLIDAY STATIONSTORE #628,94,2004,41,FALSE
"HAN'S TOFU HOUSE, LLC",97,2016,6,FALSE
KIDS' CORP - MULDOON,94,2016,51,FALSE
CARRS #520 - GROCERY,99,2006,36,FALSE
LAKE HOOD ELEMENTARY,100,2001,36,FALSE
CAMPBELL ELEMENTARY SCHOOL,100,2017,40,FALSE
BURGER JIM #1,87,2007,101,FALSE
PEANUT FARM - BAR,92,2009,32,FALSE
TWIN DRAGON,87,2005,127,FALSE
CAROUSEL CHILD CARE CENTER,99,2001,58,FALSE
"HILLCREST CHILDREN'S CTR., INC",95,2007,74,FALSE
NORTH STAR ELEMENTARY SCHOOL,100,2007,46,FALSE
GALLO'S MEXICAN RESTAURANT,83,2016,274,FALSE
GALLO'S MEXICAN RESTAURANT,88,2006,274,FALSE
PHO VIETNAM #4,84,2016,23,FALSE
RONNIE SUSHI 2,86,2017,79,FALSE
UAA - CREEKSIDE COMMONS,91,2008,63,FALSE
GREAT ALASKA PIZZA CO.,97,2017,23,FALSE
SUSITNA ELEMENTARY SCHOOL,99,2007,41,FALSE
CARRS #1809 - RETAIL MEAT,99,2001,21,FALSE
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,90,2007,39,FALSE
PAPA JOHN'S RESTAURANT,100,2009,79,FALSE
CARRS #1817 - STARBUCK'S SNACK BAR,100,2015,22,FALSE
MCDONALD'S,88,2008,646,FALSE
STRAIGHT OUT OF PHILLY ALASKA LLC,100,2005,53,FALSE
CHESTER PARK CORP.,93,2016,60,FALSE
MULDOON PIZZA,93,2007,63,FALSE
KILLER BEE'S ESPRESSO,86,2006,27,FALSE
GASLIGHT BAR,88,2008,18,FALSE
UNCLE JOE'S PIZZERIA #5,93,2005,36,FALSE
5TH AVENUE DELI,94,2006,70,FALSE
PANCHO'S VILLA LOUNGE,96,2008,27,FALSE
CAROUSEL CHILD CARE CENTER,99,2002,58,FALSE
TACO BELL #19953,100,2006,46,FALSE
MR PRIME BEEF,97,2017,37,FALSE
BIG BOY EXPRESS MARKET,99,2001,133,FALSE
ARCTIC ROADRUNNER #2,91,2017,36,FALSE
CHOPSTICKS,91,2016,9,FALSE
CARRS #2628 - DELI,87,2015,48,FALSE
HIDEAWAY BAR,98,2004,34,FALSE
HOLIDAY STATION STORE  #620 SNACK,98,2001,29,FALSE
RAY'S PLACE LLC,92,2007,109,FALSE
EAGLE RIVER CHEVRON-SNACK,95,2016,19,FALSE
TIKAHTNU COMMONS STADIUM 16,94,2016,35,FALSE
PEANUT FARM SPORTS BAR & GRILL,87,2006,50,FALSE
THAI SIAM RESTAURANT,81,2015,56,FALSE
TESORO - HOLLYWOOD SNACK,95,2016,7,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - BAR,98,2008,17,FALSE
88TH ST PIZZA,100,2018,43,FALSE
BURGER JIM #1,87,2007,101,FALSE
FAIRFIELD INN & SUITES,87,2017,28,FALSE
CARRS #1809 - SALAD BAR,94,2007,34,FALSE
LOS ARCOS RESTAURANT,86,2018,79,FALSE
COSTCO WHOLESALE #63 - MEAT,92,2007,26,FALSE
HOLIDAY STATIONSTORE #614,95,2006,39,FALSE
RONNIE SUSHI 2,83,2016,79,FALSE
CHINOOK ELEMENTARY SCHOOL,100,2001,40,FALSE
MCDONALD'S,100,2015,646,FALSE
CAFE AMSTERDAM,100,2008,49,FALSE
PRESTIGE CARE & REHAB CENTER ANCH,99,2016,22,FALSE
WAL-MART CONV. STORE #2070,95,2000,25,FALSE
PROVIDENCE ER COFFEE COURT,100,2008,16,FALSE
BENIHANA RESTAURANT,95,2008,83,FALSE
SERVICE HIGH SCHOOL,95,2001,42,FALSE
O'MALLEY ON THE GREEN - RESTAURANT,98,2006,50,FALSE
ANCHORAGE MICROTEL SNACK BAR,91,2006,28,FALSE
PICCOLINO'S RESTAURANTS INC,100,2015,42,FALSE
SUMMIT SPICE & TEA CO,95,2016,5,FALSE
WAL-MART  STORE #2071,100,2000,19,FALSE
FRED MEYER - RETAIL FISH,98,2008,86,FALSE
ANCHORAGE CORRECTIONAL FACILITY WEST,91,2007,58,FALSE
JACKIE'S PLACE,75,2008,95,FALSE
HACIENDA MEXICAN REST./BAR,97,2006,22,FALSE
DOWNTOWN CHEVRON - SNACK BAR,84,2007,33,FALSE
CHINOOK ELEMENTARY SCHOOL,100,2001,40,FALSE
BELLA VISTA,93,2006,56,FALSE
KODIAK KUP ESPRESSO,95,2009,27,FALSE
FRED MEYER - RETAIL STORE,99,2015,49,FALSE
TRAILSIDE ELEMENTARY SCHOOL,100,2015,38,FALSE
MCDONALD'S,85,2004,646,FALSE
GALLO'S MEXICAN RESTAURANT,92,2004,274,FALSE
HOLIDAY STATIONSTORE #611,100,2004,29,FALSE
HOLIDAY STATIONSTORE #628,95,2000,41,FALSE
CHUGACH PHYSICAL THERAPY,100,2007,26,FALSE
JACK SPRAT,91,2017,34,FALSE
LUIGI'S PIZZA,86,2008,117,FALSE
MT VIEW RED APPLE GROCERY,98,2009,42,FALSE
JALAPENOS MEXICAN RESTAURANT,94,2004,104,FALSE
CARTEE COMPLEX CONCESSION (S),100,2006,15,TRUE
WAL-MART  STORE #2071,100,2017,19,FALSE
CREEKSIDE CHEVRON GROCERY,100,2016,12,FALSE
BEAR TOOTH GRILL,95,2004,75,FALSE
SOUTHSIDE CHEVRON - GROCERY,99,2017,6,FALSE
MCDONALD'S,92,2015,646,FALSE
CLUB PARIS,86,2009,50,FALSE
LEROY'S FAMILY RESTAURANT LLC,89,2015,48,FALSE
COSTCO #63 - PIZZA & DELI,100,2001,37,FALSE
SUBWAY #34109,100,2015,27,FALSE
MT VIEW RED APPLE MKT - MEAT,95,2016,32,FALSE
CHAIR 5,97,2007,72,FALSE
ANCHORAGE SENIOR CENTER,93,2005,95,FALSE
PHO GRILL,83,2017,53,FALSE
MULDOON ELEMENTARY SCHOOL,100,2000,40,FALSE
DIMOND CENTER HOTEL - CAMEL ROCK,100,2003,22,FALSE
PIPER'S RESTAURANT,90,2006,113,FALSE
TACO KING BONIFACE,85,2015,28,FALSE
TRAILSIDE ELEMENTARY SCHOOL,100,2003,38,FALSE
KINLEY'S RESTAURANT & BAR INC,100,2000,71,FALSE
BEAR MOUNTAIN GRILL,88,2017,81,FALSE
CAMP FIRE - CHUGIAK,100,2016,30,FALSE
VILLA PIZZA,92,2006,68,FALSE
OLIVE GARDEN,91,2015,19,FALSE
AK FRESH SEAFOOD & SPICE,95,2016,13,FALSE
RONNIE,87,2009,95,FALSE
WILLARD BOWMAN ELEMENTARY SCH,100,2004,36,FALSE
AFC SUSHI #2628 @ CARRS/SAFEWAY,87,2017,11,FALSE
ICHIBAN RESTAURANT,80,2008,125,FALSE
PHO & THAI CUISINE,75,2016,49,FALSE
BOMBAY DELUXE,95,2017,120,FALSE
SWEET BASIL CAFE,87,2007,96,FALSE
FRED MEYER 00656 - DELI,95,2016,52,FALSE
JASMINE THAI LLC,94,2017,16,FALSE
HOLIDAY STATIONSTORE #614 SNACK,97,2003,57,FALSE
PEANUT FARM SPORTS BAR & GRILL,96,2007,50,FALSE
CENTRALIZED KITCHEN,93,2007,26,FALSE
HILAND MOUNTAIN CORRECTIONAL CTR,86,2008,51,FALSE
PHO VIETNAM RESTAURANT,92,2016,41,FALSE
ROGERS PARK ELEMENTARY SCHOOL,100,2004,38,FALSE
ASIA GARDEN,80,2006,119,FALSE
TEXAS ROADHOUSE OLD SEWARD - REST,82,2018,18,TRUE
TACO GRANDE #1,94,2007,32,FALSE
WHALEY CENTER,100,2004,32,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,91,2006,134,FALSE
BENSON SECONDARY SCHOOL,100,2006,43,FALSE
CHUGIAK EAGLE RIVER SENIOR CENTER - AL,96,2017,30,FALSE
FAITH DAY CARE & LEARNING CENTER,96,2005,43,FALSE
BUCKAROO CLUB,100,2001,19,FALSE
CAMP FIRE - NUNAKA VALLEY,100,2006,43,FALSE
TESORO - SEWARD HWY,97,2015,6,FALSE
SAND LAKE ELEMENTARY SCHOOL,100,2017,19,FALSE
TACO BELL #5649,90,2016,55,FALSE
GALLO'S MEXICAN RESTAURANT,77,2006,274,FALSE
JACKIE'S PLACE,98,2006,95,FALSE
LEROY'S FAMILY RESTAURANT LLC,78,2017,48,FALSE
CARRS #2628 - DELI,96,2006,48,FALSE
DING HOW RESTAURANT,87,2017,196,FALSE
TAKU SCHOOL,100,2009,38,FALSE
SUBWAY OF ALASKA #17981,99,2005,41,FALSE
PITA PIT- SOUTH,93,2015,17,FALSE
FIRE ISLAND RUSTIC BAKESHOP,92,2016,15,FALSE
HOLIDAY STATION STORE #620,99,2004,23,FALSE
BLUE LINE PUB,100,2006,45,FALSE
PANDA EXPRESS,95,2018,11,FALSE
JEEPNEY/ ADOBO GRILL,93,2018,15,FALSE
CAMP FIRE - ALPENGLOW,100,2002,36,FALSE
EAGLE RIVER SNACK BAR,97,2016,56,FALSE
PEGGYS RESTAURANT,88,2005,86,FALSE
TIME OUT LOUNGE,89,2016,15,FALSE
DOUBLE MUSKY INN,99,2000,28,FALSE
INLET VIEW ELEMENTARY SCHOOL,99,2006,38,FALSE
WENDY'S #1,97,2009,63,FALSE
CARRS #1817 - GROCERY,100,2015,26,FALSE
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE SNACKBAR,95,2007,17,FALSE
PEGGYS RESTAURANT,88,2017,86,FALSE
TOFU HOUSE RESTAURANT,82,2017,28,FALSE
HAMBURGER HAVEN,85,2007,129,FALSE
ASIA GARDEN,94,2008,119,FALSE
ANCHORAGE CHRISTIAN NURSERY &,96,2007,32,FALSE
PIPER'S LOUNGE,97,2016,27,FALSE
HOLIDAY STATION STORE #601 SNACK,92,2005,52,FALSE
MILANO'S PIZZA,93,2015,74,FALSE
CARRS #1802 - DELI,93,2008,56,FALSE
CARRS #1807 - DELI,95,2007,59,FALSE
NEW SAGAYA MIDTOWN - GROCERY,94,2000,29,FALSE
FRED MEYER - STARBUCKS,98,2017,82,FALSE
BENIHANA RESTAURANT,95,2004,83,FALSE
BLUE FOX BAR,98,2000,23,FALSE
LONG BRANCH SALOON,97,2005,91,FALSE
AK PACIFIC UNIVERSITY,95,2002,70,FALSE
MIDNIGHT MOON CO INC DBA CAFE DEL MUNDO,90,2016,18,FALSE
HOLIDAY STATIONSTORE #631,94,2004,31,FALSE
GALLO'S MEXICAN RESTAURANT,99,2000,274,FALSE
KOBE TEPPAYAKI HOUSE,80,2009,151,FALSE
FRED MEYER - STARBUCKS,95,2008,82,FALSE
NUNAKA VALLEY SCHOOL,100,2001,37,FALSE
HUMPY'S GREAT ALASKAN ALEHOUSE,85,2016,78,FALSE
ICHIBAN RESTAURANT,99,2003,125,FALSE
LA MEX DIMOND - BAR,98,2002,30,FALSE
HULA HANDS RESTAURANT,91,2005,181,FALSE
QDOBA RESTAURANT CORP,97,2005,40,FALSE
CARRS #1807 - ORIENT EXPRESS,97,2002,47,FALSE
HOLIDAY STATION STORE #639 - SNACK,100,2016,14,FALSE
STEAMDOT ESPRESSO -O'MALLEY CENTER,97,2015,35,FALSE
JEWEL LAKE TASTEE FREEZ,92,2015,65,FALSE
SUBWAY OF ALASKA #14372,93,2008,62,FALSE
HACIENDA MEXICAN RESTAURANT,93,2004,62,FALSE
PIZZA MAN #1,89,2008,83,FALSE
MCLAUGHLIN YOUTH CENTER,83,2001,35,FALSE
HOLIDAY STATIONSTORE #630,91,2007,31,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,93,2003,134,FALSE
HOLIDAY STATIONSTORE #614,96,2008,39,FALSE
TUDOR ELEMENTARY SCHOOL,100,2003,39,FALSE
CARRS #1817 - GROCERY,93,2008,26,FALSE
BURGER JIM #1,94,2004,101,FALSE
TACO KING,93,2007,115,FALSE
HEARTH ARTISAN PIZZA,71,2018,21,FALSE
CARRS #1809 - DELI,94,2001,50,FALSE
LUIGI'S PIZZA,86,2008,117,FALSE
BASKIN ROBBINS #8046,90,2018,54,FALSE
FIRE LAKE ELEMENTARY CAFETERIA,100,2000,38,FALSE
MULDOON ELEMENTARY SCHOOL,100,2002,40,FALSE
CARRS #520 - SALAD BAR,90,2008,32,FALSE
TACO KING IV,93,2016,41,TRUE
RIZEN GRIND,94,2017,8,FALSE
HOLIDAY STATIONSTORE #607,90,2008,32,FALSE
WONDER PARK SCHOOL,100,2016,37,FALSE
WILLIWAW ELEMENTARY SCHOOL,100,2017,38,FALSE
SULLIVAN ARENA PIZZA STAND,100,2016,24,FALSE
POPEYES CHICKEN AND BISCUITS,89,2009,153,FALSE
PERK-UP ESPRESSO,97,2006,70,FALSE
DAWG HOUSE CAFE,94,2007,66,FALSE
KALADI BROTHERS COFFEE,94,2006,99,FALSE
LUCKY 7 MARKET,100,2000,28,FALSE
HOLIDAY STATION STORE #620,98,2015,23,FALSE
WILLIAM TYSON ELEMENTARY,100,2017,38,FALSE
"BARNES & NOBLE BOOKSELLERS, INC",88,2007,36,FALSE
CRAZY HORSE SALOON RESTAURANT,95,2016,41,FALSE
CONGREGATION BETH SHALOM,97,2016,33,FALSE
BLUE FOX BAR,99,2001,23,FALSE
YAK & YETI HIMALAYAN RESTAURANT,88,2009,74,FALSE
LUCKY GROCERY & DELI,96,2015,13,FALSE
CAPTAIN COOK - THE CAFE,82,2007,54,FALSE
CAMP FIRE - NUNAKA VALLEY,99,2002,43,FALSE
DAMI,79,2018,103,FALSE
PHO GRILL,100,2015,53,FALSE
VILLAGE INN #1,86,2015,66,FALSE
HOLIDAY STATIONSTORE #625,89,2016,36,FALSE
ORIENTAL GARDEN,98,2016,23,FALSE
EAST ANCHORAGE HIGH SCHOOL,100,2009,53,FALSE
URSA MAJOR,100,2001,40,FALSE
CARRS #1805 - DELI,92,2000,86,FALSE
SPARE ROOM (HAROLD'S),87,2003,30,FALSE
SUBWAY OF ALASKA #7527,100,2007,53,FALSE
THAI VILLAGE RESTAURANT,93,2005,85,FALSE
HOMEWOOD SUITES ANCHORAGE,92,2016,13,FALSE
ESSENTIAL 1 POWER STOP,87,2006,44,FALSE
HOLIDAY STATION STORE #601,92,2000,42,FALSE
BRADLEY HOUSE,94,2007,54,FALSE
BOMBAY DELUXE,83,2018,120,FALSE
PHO GRILL,90,2016,53,FALSE
SUBWAY OF  ALASKA #21418,100,2007,45,FALSE
PAPA MURPHY'S,96,2017,110,FALSE
THAI SIAM RESTAURANT,81,2017,56,FALSE
CARRS #1807 - SALAD BAR,91,2004,32,FALSE
LAKEFRONT ANCHORAGE COFFEE COVE,91,2017,5,FALSE
HUMPY'S SUB-ZERO,98,2006,38,FALSE
A SLICE OF HEAVEN - M,100,2018,8,TRUE
LAS MARGARITAS,85,2015,54,FALSE
ANCHORAGE MICROTEL SNACK BAR,91,2007,28,FALSE
AURORA SCHOOL,100,2015,42,FALSE
SICILY'S PIZZA,87,2004,323,FALSE
AJ'S RIB-A-GO-GO,100,2015,28,FALSE
BRANDIES,95,2006,34,FALSE
JACKIE'S PLACE,75,2008,95,FALSE
NORTH STAR ELEMENTARY SCHOOL,100,2007,46,FALSE
CARRS #1812 - SALAD BAR,100,2006,36,FALSE
FRED MEYER - DELI,92,2008,189,FALSE
ANCHORAGE CHRISTIAN PRESCHOOL,91,2007,48,FALSE
DOWNTOWN CHEVRON - SNACK BAR,91,2007,33,FALSE
STUDENT NUTRITION CENTER,100,2000,31,FALSE
STUDENT NUTRITION CENTER,100,2015,31,FALSE
CHESTER VALLEY SCHOOL,99,2002,37,FALSE
CAMP FIRE - SCENIC PARK,100,2009,38,FALSE
LAKE OTIS ELEMENTARY SCHOOL,100,2009,38,FALSE
ALASKA PSYCHIATRIC INSTITUTE COFFEE,100,2018,16,FALSE
JALAPENOS MEXICAN RESTAURANT,83,2016,104,FALSE
TACO KING #2,93,2003,89,FALSE
MOMMA O'S SEAFOOD,86,2015,26,FALSE
SOUTHSIDE STRENGTH AND FITNESS,97,2016,9,FALSE
QDOBA RESTAURANT CORP,90,2007,40,FALSE
SUBWAY OF ALASKA #3379,98,2015,55,FALSE
BASKIN ROBBINS #8046,90,2006,54,FALSE
SHOCKWAVE TRAMPOLINE PARK,94,2017,7,FALSE
WENDY'S #9,98,2015,46,FALSE
COSTCO WHOLESALE #63,95,2001,23,FALSE
STARBUCKS-TICKET COUNTER,95,2007,31,FALSE
CHUGIAK/EAGLE RIVER FOOD PANTRY,100,2016,15,FALSE
CHILDREN'S WORLD,87,2008,58,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,96,2009,43,FALSE
BEAN'S CAFE INC,94,2004,49,FALSE
CARRS #1817 - RETAIL MEAT,100,2008,18,FALSE
"ALASKA MINT, LLC",93,2001,15,FALSE
COLD STONE CREAMERY,100,2007,92,FALSE
THAI GARDEN,96,2003,62,FALSE
BERNIE'S BUNGALOW LOUNGE,87,2006,48,FALSE
EAGLE RIVER SNACK BAR,99,2005,56,FALSE
GUIDOS PIZZA #2,91,2009,50,FALSE
CREEKSIDE ELEMENTARY SCHOOL,100,2006,39,FALSE
BERNIE'S BUNGALOW LOUNGE,88,2004,48,FALSE
ARBY'S,89,2007,128,FALSE
THE SMOKE HOUSE #3,88,2017,13,FALSE
MARX BROTHERS CAFE,100,2005,29,FALSE
MARCO T'S PIZZERIA,97,2016,4,FALSE
CHEPO'S,76,2016,83,FALSE
TACO KING BONIFACE,92,2016,28,FALSE
TESORO -SEWARD HWY - SNACK,93,2016,7,FALSE
DARK HORSE COFFEE CO.,91,2007,37,FALSE
ROUND TABLE PIZZA,87,2018,14,FALSE
CAMP FIRE - HOMESTEAD,100,2007,34,FALSE
FAITH DAY CARE & LEARNING CENTER,98,2016,43,FALSE
BAYSHORE EARLY LEARNING CENTERS,100,2000,22,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,85,2008,43,FALSE
LUIGI'S PIZZA,84,2009,117,FALSE
MILLENIUM HOTEL - FLYING MACHINE,86,2016,123,FALSE
FAT PTARMIGAN MANAGMENT CO,88,2017,19,FALSE
VILLAGE INN #1,93,2008,66,FALSE
WHITE SPOT CAFE,98,2016,3,FALSE
SUITE 100 RESTAURANT,94,2007,52,FALSE
ANCHORAGE COMFORT INN - POOL,100,2004,40,FALSE
LAHN PAD-THAI RESTAURANT,84,2009,102,FALSE
"HILLCREST CHILDREN'S CTR., INC",88,2017,74,FALSE
BOBBY'S CAFE,96,2004,55,FALSE
YUKON CONCESSION,100,2002,24,FALSE
FRED MEYER - RETAIL FISH,97,2001,86,FALSE
FRED MEYER - RETAIL STORE,98,2007,49,FALSE
O'MALLEY ON THE GREEN - RESTAURANT,98,2007,50,FALSE
KOREAN RICE CAKE CO,78,2009,49,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2002,28,FALSE
BENIHANA RESTAURANT,85,2016,83,FALSE
TWIN DRAGON,88,2009,127,FALSE
HOLIDAY STATIONSTORE #614 SNACK,95,2016,57,FALSE
ANCHORAGE CHRISTIAN PRESCHOOL,93,2009,48,FALSE
JACKIE'S PLACE,91,2006,95,FALSE
LUIGI'S PIZZA,97,2007,117,FALSE
BRADLEY HOUSE - BAR,100,2003,21,FALSE
SUBWAY OF ALASKA #4802,87,2009,37,FALSE
BAYSHORE EARLY LEARNING CENTERS,100,2002,22,FALSE
SUBWAY,96,2009,99,FALSE
JALAPENOS MEXICAN RESTAURANT,82,2016,104,FALSE
"ALASKA CLUB WEST, THE - SNACK BAR",100,2002,40,FALSE
CARRS #1812 - RETAIL FISH,100,2016,28,FALSE
OUTBACK STEAKHOUSE - BAR,96,2009,36,FALSE
ANCHORAGE COMMUNITY YMCA - KASUUN,97,2018,10,FALSE
PIZZA PLAZA,100,2006,90,FALSE
GWENNIES RESTAURANT,84,2005,126,FALSE
COSTCO WHOLESALE #63 - PROCESSOR,100,2001,24,FALSE
FRED MEYER - DELI,95,2017,189,FALSE
BARTLETT HIGH SCHOOL,100,2006,59,FALSE
BURGER JIM #1,91,2002,101,FALSE
FRED MEYER - RETAIL MEAT,92,2008,77,FALSE
FRED MEYER RETAIL STORE,100,2008,94,FALSE
STOP N SHOP - MANILA BAKE,93,2016,14,FALSE
PEANUT FARM SPORTS BAR & GRILL,90,2009,50,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,91,2007,87,FALSE
CARRS #1805 - BAKERY,99,2017,29,FALSE
DING HOW RESTAURANT,80,2009,196,FALSE
"ARC ESPRESSO, THE",99,2016,31,FALSE
PETERS CREEK CHEVRON GROCERY & LIQU,93,2016,41,FALSE
UAA-CULINARY ARTS - LUCY CUDDY HALL,100,2015,34,FALSE
BAYSHORE ELEMENTARY SCHOOL,100,2008,40,FALSE
"PERFECT CUP PLUS, THE",92,2000,91,FALSE
CAPTAIN COOK - SPA/ COED,100,2006,29,FALSE
GWENNIES RESTAURANT,83,2004,126,FALSE
WAL-MART SUPERCENTER #2188 - BAKERY,97,2016,16,FALSE
WILLARD BOWMAN ELEMENTARY SCH,100,2018,36,FALSE
BOMBAY DELUXE,95,2006,120,FALSE
TOWNE PLACE SUITES  BY MARRIOTT -SPA,100,2016,17,FALSE
COSTCO WHOLESALE # 63 - BAKERY,100,2008,25,FALSE
GREAT ALASKA PIZZA CO #18,98,2016,27,FALSE
GWENNIES RESTAURANT,81,2008,126,FALSE
KALADI BROS. COFFEE,86,2006,48,FALSE
BARTLETT HIGH SCHOOL,100,2005,59,FALSE
SPENARD ROAD HOUSE - BAR,96,2016,12,FALSE
COSTCO #63 - PIZZA & DELI,100,2008,37,FALSE
BOYS & GIRLS CLUB -MULDOON,91,2008,49,FALSE
HOLIDAY STATIONSTORE SNACK #610,95,2016,38,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2017,57,FALSE
HOMESTEAD ELEMENTARY SCHOOL,100,2015,38,FALSE
CHINA TOWN RESTAURANT,92,2016,28,FALSE
ROCHELLE'S ICE CREAM - S,100,2004,17,FALSE
CARRS #1805 - GROCERY,99,2007,42,FALSE
ROCKY MOUNTAIN CHOCOLATE FACTORY,88,2017,7,FALSE
CAFE AMSTERDAM,100,2004,49,FALSE
ANCHORAGE CORRECTIONAL COMPLEX EAST,96,2017,67,FALSE
HOLY SPIRIT CENTER,100,2008,24,FALSE
CARRS #1805 - STARBUCKS,98,2017,23,FALSE
LEROY'S FAMILY RESTAURANT LLC,78,2017,48,FALSE
CARL'S JR RESTAURANT,95,2007,254,FALSE
CAFE AMSTERDAM,84,2006,49,FALSE
RONNIE,86,2007,95,FALSE
MCDONALD'S,96,2007,646,FALSE
EDDIES SPORTS BAR-REST,92,2016,17,FALSE
SOUPER BOWL,93,2009,59,FALSE
UNCLE JOE'S PIZZERIA #4,93,2016,40,FALSE
CAPRI PIZZA,95,2007,28,FALSE
MCDONALD'S,97,2007,646,FALSE
MCDONALD'S,93,2016,646,FALSE
HOLIDAY STATIONSTORE #624,91,2007,28,FALSE
CARL'S JR RESTAURANT,99,2015,254,FALSE
CAMP FIRE - POLARIS,100,2007,21,FALSE
ANCHORAGE RESCUE MISSION,100,2003,59,FALSE
DIMOND SKATE LAND,99,2006,20,FALSE
LITTLE ITALY,94,2016,66,FALSE
PITA PIT,100,2015,15,FALSE
CACHE STORE 2 - SNACK,90,2016,8,FALSE
CARRS #1807- RETAIL MEAT,94,2000,23,FALSE
49TH STATE BREWERY,88,2017,13,FALSE
HILLTOP SKI AREA,100,2015,55,FALSE
BOBBY'S CAFE,92,2015,55,FALSE
MCDONALD'S,100,2004,646,FALSE
DAWG HOUSE CAFE,94,2007,66,FALSE
THAI VILLAGE RESTAURANT,90,2016,85,FALSE
KALADI BROTHERS COFFEE,89,2006,99,FALSE
SOUTH RESTAURANT + COFFEEHOUSE - REST,87,2017,18,FALSE
AFC SUSHI #18 @ FRED MEYER #18,86,2008,51,FALSE
WILMA'S PLACE,100,2004,11,FALSE
JAVA THE HUT,81,2009,79,FALSE
FIRE LAKE ELEMENTARY CAFETERIA,100,2016,38,FALSE
PROVIDENCE HOSPITAL KITCHEN,94,2016,42,FALSE
BEAR VALLEY ELEMENTARY,100,2008,38,FALSE
NORTHWOOD SCHOOL,100,2009,38,FALSE
